extended_rank	name_short	name	inn	country	profile	in_training	actual_score	actual_rank	predicted_score	score_normalized	F1	F2	F3	F4	F5
340	Сибирский Государственный Университет Науки И Технологий Имени Академика М.Ф. Решетнева	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «СИБИРСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ НАУКИ И ТЕХНОЛОГИЙ ИМЕНИ АКАДЕМИКА М.Ф. РЕШЕТНЕВА»	2462003320.0	RU		False			13.490282381334175	46.23	-0.0761557891863078	-1.557632885042897	-1.0654442992156363	-1.4849941747664828	0.2645450014286148
341	"Учреждение Высшего Образования ""Университет Управления ""Тисби"	"УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""УНИВЕРСИТЕТ УПРАВЛЕНИЯ ""ТИСБИ"""	1654005665.0	RU		False			13.48033356345356	46.23	-0.5910456590026693	-1.2291179390448466	-1.4419862871104066	-0.5212702445333024	0.0793923511381112
342	Смоленский Государственный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «СМОЛЕНСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ»	6730015219.0	RU		False			13.479959302831332	46.22	-0.5056639583013932	-1.2095565830803243	-0.8275964954835551	-1.6471974327583871	0.1399434263978698
343	Саратовский Государственный Технический Университет Имени Гагарина Ю.А.	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «САРАТОВСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ ГАГАРИНА Ю.А.»	6454004110.0	RU		False			13.47389966085232	46.22	-0.4281910550416432	-1.266861193234881	-0.6267781408301685	-1.770596282376402	0.4047276958325755
344	Южно-Уральский Государственный Гуманитарно-Педагогический Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЮЖНО-УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ ГУМАНИТАРНО-ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ"""	7453041664.0	RU		False			13.45938623056961	46.21	-0.2485493819820112	-1.3971317455470158	-0.7419259896187254	-1.900693032172472	0.460420099071017
345	"Государственное Образовательное Учреждение Высшего Образования ""Коми Республиканская Академия Государственной Службы И Управления"	"ГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КОМИ РЕСПУБЛИКАНСКАЯ АКАДЕМИЯ ГОСУДАРСТВЕННОЙ СЛУЖБЫ И УПРАВЛЕНИЯ"""	1101483010.0	RU		False			13.449621080595518	46.2	-0.7270380528082953	-1.1351249640092866	-1.8035410766800049	-0.2246952913892427	-0.934308699998646
346	Липецкий Государственный Педагогический Университет Имени П.П.Семенова-Тян-Шанского	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЛИПЕЦКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ П.П.СЕМЕНОВА-ТЯН-ШАНСКОГО"""	4825008103.0	RU		False			13.410860750916347	46.16	-0.5403083387393973	-1.1559036931062867	-0.7827625270117228	-2.0649686921560386	0.2329699772591353
347	Ярославский Государственный Технический Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЯРОСЛАВСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ"""	7605009467.0	RU		False			13.302640626390938	46.07	-0.5589665460399935	-1.18062612554226	-1.4173912116736145	-1.60480176753225	-0.0323992374934233
348	Белгородский Государственный Аграрный Университет Имени В.Я. Горина	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «БЕЛГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ ИМЕНИ В.Я. ГОРИНА»	3102005412.0	RU		False			13.275072496758876	46.04	-0.0964778252904098	-1.621551097543628	-0.6785929011383569	-0.971434157685521	0.3407338459741346
349	Шадринский Государственный Педагогический Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ШАДРИНСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ"""	4502000900.0	RU		False			13.261189058582747	46.03	-0.0727834295682915	-1.492313831517861	-0.4754612749909202	-2.634557603405121	-0.3948092357163607
350	Российский Государственный Геологоразведочный Университет Имени Серго Орджоникидзе	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ ГЕОЛОГОРАЗВЕДОЧНЫЙ УНИВЕРСИТЕТ ИМЕНИ СЕРГО ОРДЖОНИКИДЗЕ»	7728028967.0	RU		False			13.22918204988816	46.0	-0.3575869446901353	-1.400502493505139	0.3901375263917542	-1.4151576965381498	0.128400630024274
351	"Ижевская Государственная Медицинская Академия"" Министерства Здравоохранения Российской Федерации"	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ИЖЕВСКАЯ ГОСУДАРСТВЕННАЯ МЕДИЦИНСКАЯ АКАДЕМИЯ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"	1831032733.0	RU		False			13.175006720199638	45.95	-0.8092344711742394	-1.046041346792909	-0.3006787127282976	-1.4972460795343303	1.621571386978892
352	Тюменский Индустриальный Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ТЮМЕНСКИЙ ИНДУСТРИАЛЬНЫЙ УНИВЕРСИТЕТ"""	7202028202.0	RU		False			13.10959014781282	45.9	-0.4716732137194242	-1.3413759364674211	-0.7572956090208404	-0.964518709035012	-0.1018749384216995
353	"Автономная Некоммерческая Организация Высшего Образования ""Белгородский Университет Кооперации, Экономики И Права"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""БЕЛГОРОДСКИЙ УНИВЕРСИТЕТ КООПЕРАЦИИ, ЭКОНОМИКИ И ПРАВА"""	3123230987.0	RU		False			13.104635364379968	45.89	-0.073790617579112	-1.743255630512191	-0.3202250501971025	-0.1034849619956439	0.3016820481551109
354	Мичуринский Государственный Аграрный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «МИЧУРИНСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ»	6827002894.0	RU		False			13.102803941075306	45.89	-0.2845898921545933	-1.3762535009870582	-0.5308635592368007	-2.306351246195128	-0.0645214396826878
355	Новосибирский Государственный Архитектурно-Строительный Университет (Сибстрин)	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НОВОСИБИРСКИЙ ГОСУДАРСТВЕННЫЙ АРХИТЕКТУРНО-СТРОИТЕЛЬНЫЙ УНИВЕРСИТЕТ (СИБСТРИН)"""	5405115866.0	RU		False			13.089778044231291	45.88	-0.3885806127906593	-1.335880048366613	-0.3557836916823252	-1.8603699287858	-0.3241910383634202
356	Санкт-Петербургский Государственный Университет Ветеринарной Медицины	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ВЕТЕРИНАРНОЙ МЕДИЦИНЫ"""	7810232965.0	RU		False			13.084755762383	45.87	-0.6329443270534532	-1.1937534962654914	-1.0370119752172509	-1.231739149509549	0.4103001708472493
357	Брянский Государственный Инженерно-Технологический Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""БРЯНСКИЙ ГОСУДАРСТВЕННЫЙ ИНЖЕНЕРНО-ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ"""	3234017534.0	RU		False			13.071902932473217	45.86	-0.3179326503432442	-1.443323160030568	-0.4771208654550211	-1.3344547680663976	0.2453271089314884
358	Российский Государственный Профессионально-Педагогический Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ ПРОФЕССИОНАЛЬНО-ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ»	6663019889.0	RU		False			13.0650936867921	45.86	-0.6728163766247613	-1.1351346982637045	-1.3850478158142947	-1.4289757995571817	-0.1786627147651544
359	Кировский Государственный Медицинский Университет» Министерства Здравоохранения Российской Федерации	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «КИРОВСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ» МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ	4346010151.0	RU		False			13.05926293340188	45.85	-0.8090087011182758	-1.1244006885575355	0.1169271936100814	-0.859752553542657	1.613335608191558
360	Пермский Государственный Медицинский Университет Имени Академика Е.А. Вагнера» Министерства Здравоохранения Российской Федерации	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ПЕРМСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ АКАДЕМИКА Е.А. ВАГНЕРА» МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ	5902290120.0	RU		False			13.036771093329	45.83	-0.4745659626624771	-1.4254578953741577	3.1461533090456046	-1.0592239818955052	1.1688147651519518
361	Уральский Государственный Аграрный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ»	6660008631.0	RU		False			12.980844336313922	45.78	0.4254661990429317	-2.027816253136983	-0.1842432843416024	-1.576707900982692	0.5883034362541516
362	Воронежский Государственный Технический Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ВОРОНЕЖСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ»	3662020886.0	RU		False			12.894991537812574	45.71	-0.3185480913818776	-1.4139599061104449	-0.470277913321191	-1.920838424941856	0.2973150023132264
363	Оренбургский Государственный Педагогический Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ОРЕНБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ"""	5610036423.0	RU		False			12.870420694716032	45.68	-0.543190120445898	-1.168741165132982	-1.3319592090717471	-2.5632875626477136	0.42741635034899
364	Брянский Государственный Технический Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""БРЯНСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ"""	3232000278.0	RU		False			12.85675803733559	45.67	-0.2450632030271361	-1.4914782675521805	-0.6138823299645039	-1.692358978018354	0.0416318865292541
365	Санкт-Петербургский Государственный Университет Гражданской Авиации Имени Главного Маршала Авиации А.А. Новикова	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ГРАЖДАНСКОЙ АВИАЦИИ ИМЕНИ ГЛАВНОГО МАРШАЛА АВИАЦИИ А.А. НОВИКОВА»	7810251630.0	RU		False			12.736528214510658	45.57	-0.2073659433086435	-1.74782011816148	-1.1819663043996154	0.7857685433310475	0.4979068810247421
366	Ивановский Государственный Политехнический Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ИВАНОВСКИЙ ГОСУДАРСТВЕННЫЙ ПОЛИТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ»	3702698511.0	RU		False			12.667038066078211	45.5	-0.2524008852928314	-1.4533836871466468	-0.4061228974703179	-2.359140501238348	-0.0815294190982428
367	Нижневартовский Государственный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «НИЖНЕВАРТОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ»	8603039002.0	RU		False			12.64756544639448	45.49	-0.2272581567537637	-1.506032256446818	-1.2338169388970313	-1.8213219786923407	-0.218933849670556
368	Крымский Федеральный Университет Имени В.И.Вернадского	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «КРЫМСКИЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ ИМЕНИ В.И.ВЕРНАДСКОГО»	9102028795.0	RU		False			12.591642805487597	45.44	-0.5898201659893295	-1.3096255577948224	0.2966323602683411	-1.3299814062460085	0.8342909820007373
369	Религиозная Организация - Духовная Образовательная Организация Высшего Образования «Смоленская Православная Духовная Семинария Смоленской Епархии Русской Православной Церкви	РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ - ДУХОВНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ «СМОЛЕНСКАЯ ПРАВОСЛАВНАЯ ДУХОВНАЯ СЕМИНАРИЯ СМОЛЕНСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ»	6731026728.0	RU		False			12.574717082713978	45.42	-0.9356350757564074	-1.2378979199830766	-1.1923189686211646	1.4455293605981223	-0.94230853982689
370	Мордовский Государственный Педагогический Университет Имени М.Е. Евсевьева	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «МОРДОВСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ М.Е. ЕВСЕВЬЕВА»	1328159925.0	RU		False			12.548415743701948	45.4	-0.2317650655613747	-1.4866260942196123	-0.6153694475263354	-2.3121476502991025	0.1222555389898552
371	Национальный Государственный Университет Физической Культуры, Спорта И Здоровья Имени П.Ф.Лесгафта, Санкт-Петербург	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НАЦИОНАЛЬНЫЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ФИЗИЧЕСКОЙ КУЛЬТУРЫ, СПОРТА И ЗДОРОВЬЯ ИМЕНИ П.Ф.ЛЕСГАФТА, САНКТ-ПЕТЕРБУРГ"""	7812047911.0	RU		False			12.52906053405983	45.38	-0.4502066649479174	-1.3857444396563026	-1.202139080402242	-1.339694642439472	-0.457080534450736
372	Балтийский Государственный Технический Университет «Военмех» Им. Д.Ф. Устинова	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «БАЛТИЙСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ «ВОЕНМЕХ» ИМ. Д.Ф. УСТИНОВА»	7809003047.0	RU		False			12.528835075887	45.38	-0.2731060814756597	-1.5875935469597535	0.4882864139076676	-1.0542839107487043	0.1084957060183504
373	"Автономная Некоммерческая Организация Высшего Образования ""Сибирский Институт Бизнеса, Управления И Психологии"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""СИБИРСКИЙ ИНСТИТУТ БИЗНЕСА, УПРАВЛЕНИЯ И ПСИХОЛОГИИ"""	2462046116.0	RU		False			12.515329455540144	45.37	-0.3268360486674296	-1.5667678830289724	-1.794147403198217	-0.2251199911408931	-0.9389553675082666
374	Ивановский Государственный Энергетический Университет Имени В.И. Ленина	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ИВАНОВСКИЙ ГОСУДАРСТВЕННЫЙ ЭНЕРГЕТИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ В.И. ЛЕНИНА»	3731000308.0	RU		False			12.505635486767522	45.36	-0.5162331647209634	-1.3905272454998934	-1.0584012811365966	-0.8448783796202326	0.323384997598751
375	Ростовская Государственная Консерватория Им. С.В.Рахманинова	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «РОСТОВСКАЯ ГОСУДАРСТВЕННАЯ КОНСЕРВАТОРИЯ ИМ. С.В.РАХМАНИНОВА»	6164028535.0	RU		False			12.465572705225114	45.33	-0.3947828077844318	-1.5077509245791263	0.8115111507433906	-1.090073500784657	0.638327576134541
376	Пермский Государственный Институт Культуры	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ПЕРМСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ КУЛЬТУРЫ"""	5902290522.0	RU		False			12.44938474690342	45.31	-0.7117470123500992	-1.1378989106608566	-0.6064176353791259	-2.109637187168825	0.0275017067278006
377	"Северо-Осетинская Государственная Медицинская Академия"" Министерства Здравоохранения Российской Федерации"	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""СЕВЕРО-ОСЕТИНСКАЯ ГОСУДАРСТВЕННАЯ МЕДИЦИНСКАЯ АКАДЕМИЯ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"	1501003195.0	RU		False			12.438915882535843	45.3	-0.7791687052282614	-1.2903675870014757	0.2902767504491498	-0.0824330768883335	0.9707636255548712
378	Вологодский Государственный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ВОЛОГОДСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ»	3525027110.0	RU		False			12.326000683509566	45.2	-0.5463153485377502	-1.3168076179392003	-1.3795883051834426	-1.5872600808116315	0.210046761869002
379	Северо-Кавказский Горно-Металлургический Институт (Государственный Технологический Университет)	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «СЕВЕРО-КАВКАЗСКИЙ ГОРНО-МЕТАЛЛУРГИЧЕСКИЙ ИНСТИТУТ (ГОСУДАРСТВЕННЫЙ ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ)»	1501002522.0	RU		False			12.314155934704916	45.19	-0.2868132802018688	-1.5187668049624614	0.2977651568308955	-2.000939259970272	0.3137452160855628
380	Северо-Кавказский Государственный Институт Искусств	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""СЕВЕРО-КАВКАЗСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ ИСКУССТВ"""	711001114.0	RU		False			12.31158454620182	45.19	-0.8819799683629441	-0.9027277088175772	-0.1597366124652513	-3.551460068419133	0.0415072477843047
381	Поволжский Государственный Университет Сервиса	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ПОВОЛЖСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ СЕРВИСА»	6323068825.0	RU		False			12.288569608681934	45.17	-0.6546663335811043	-1.289743789119708	-1.5545280623932407	-0.9723605815222716	0.4996293468845802
382	Пензенский Государственный Технологический Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ПЕНЗЕНСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ"""	5835055697.0	RU		False			12.239546654677053	45.13	-0.3871248937205506	-1.42643876287808	-0.4550783894750566	-2.0688120677681905	0.0565270542468376
383	Казанский Государственный Аграрный Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КАЗАНСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ"""	1655018875.0	RU		False			12.186949105737742	45.08	0.041547835798169	-1.8349382366658016	-0.837249992352851	-1.3328524144085443	0.7411550837018145
384	Южно-Российский Государственный Политехнический Университет (Нпи) Имени М.И. Платова	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ЮЖНО-РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ ПОЛИТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ (НПИ) ИМЕНИ М.И. ПЛАТОВА»	6150010834.0	RU		False			12.071715975033367	44.98	-0.0741065922253607	-1.7801458568614752	-0.3495311887656704	-1.189269412937994	0.7626527494802741
385	Государственный Университет Морского И Речного Флота Имени Адмирала С.О. Макарова	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ МОРСКОГО И РЕЧНОГО ФЛОТА ИМЕНИ АДМИРАЛА С.О. МАКАРОВА»	7805029012.0	RU		False			12.059306918419122	44.97	-0.4364238473361895	-1.5381825185986342	-1.0045912982489915	-0.5414199175078822	0.4802765359891603
